name,category,lat,lon,tags
(unnamed),vending_machine,52.0366697,4.3113774,"{""amenity"": ""vending_machine"", ""check_date"": ""2024-03-08"", ""vending"": ""parking_tickets""}"
(unnamed),waste_basket,52.0361618,4.3100137,"{""amenity"": ""waste_basket""}"
(unnamed),bench,52.0361718,4.3100549,"{""amenity"": ""bench""}"
(unnamed),vending_machine,52.0515018,4.336182,"{""amenity"": ""vending_machine"", ""check_date"": ""2023-05-15"", ""vending"": ""parking_tickets""}"
(unnamed),fountain,52.0516489,4.336426,"{""amenity"": ""fountain""}"
(unnamed),vending_machine,52.0539954,4.3368524,"{""amenity"": ""vending_machine"", ""vending"": ""parking_tickets""}"
(unnamed),artwork,52.0508519,4.329235,"{""artwork_type"": ""sculpture"", ""material"": ""concrete"", ""tourism"": ""artwork""}"
Olifant,artwork,52.0521213,4.3282035,"{""artwork_type"": ""sculpture"", ""name"": ""Olifant"", ""tourism"": ""artwork""}"
(unnamed),bench,52.0322628,4.3115108,"{""amenity"": ""bench""}"
(unnamed),bench,52.0324278,4.3113606,"{""amenity"": ""bench""}"
(unnamed),bench,52.0325663,4.3113928,"{""amenity"": ""bench""}"
(unnamed),vending_machine,52.0557754,4.3450324,"{""amenity"": ""vending_machine"", ""vending"": ""parking_tickets""}"
(unnamed),vending_machine,52.0583053,4.342023,"{""amenity"": ""vending_machine"", ""check_date"": ""2022-05-19"", ""vending"": ""parking_tickets""}"
(unnamed),playground,52.0539901,4.3389594,"{""leisure"": ""playground"", ""source"": ""survey""}"
(unnamed),public_bookcase,52.056338,4.3401949,"{""amenity"": ""public_bookcase"", ""public_bookcase:type"": ""reading_box"", ""source"": ""survey""}"
(unnamed),playground,52.0541115,4.3426573,"{""leisure"": ""playground""}"
(unnamed),bench,52.054481,4.3432235,"{""amenity"": ""bench""}"
(unnamed),bench,52.0554968,4.3429469,"{""amenity"": ""bench""}"
(unnamed),charging_station,52.0593432,4.3391555,"{""access"": ""yes"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH2-06004"", ""socket:type2"": ""2"", ""socket:type2:output"": ""11 kW""}"
(unnamed),public_bookcase,52.0599435,4.3378642,"{""amenity"": ""public_bookcase"", ""check_date"": ""2021-05-03"", ""public_bookcase:type"": ""reading_box"", ""source"": ""survey""}"
(unnamed),vending_machine,52.0572918,4.3386791,"{""amenity"": ""vending_machine"", ""vending"": ""parking_tickets""}"
(unnamed),charging_station,52.0577534,4.3405035,"{""access"": ""yes"", ""alt_ref"": ""RHL0707"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH2-01162"", ""socket:type2"": ""2"", ""socket:type2:output"": ""11 kW""}"
(unnamed),charging_station,52.0601475,4.3369471,"{""access"": ""yes"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH2-03024"", ""socket:type2"": ""2""}"
(unnamed),public_bookcase,52.057648,4.3383626,"{""amenity"": ""public_bookcase"", ""public_bookcase:type"": ""reading_box"", ""source"": ""survey""}"
(unnamed),bench,52.0576742,4.3395857,"{""amenity"": ""bench"", ""backrest"": ""yes""}"
(unnamed),vending_machine,52.0580479,4.3351744,"{""amenity"": ""vending_machine"", ""vending"": ""parking_tickets""}"
(unnamed),artwork,52.0580272,4.3348704,"{""tourism"": ""artwork""}"
(unnamed),charging_station,52.05671,4.3350893,"{""access"": ""yes"", ""alt_ref"": ""GRW105"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH2-01336"", ""socket:type2"": ""2"", ""socket:type2:output"": ""11 kW""}"
(unnamed),vending_machine,52.056609,4.3347368,"{""amenity"": ""vending_machine"", ""vending"": ""parking_tickets""}"
Kwalitaria,restaurant,52.0331441,4.3208327,"{""amenity"": ""restaurant"", ""brand"": ""Kwalitaria"", ""brand:website"": ""https://www.kwalitaria.nl/"", ""brand:wikidata"": ""Q108923597"", ""cuisine"": ""burger"", ""name"": ""Kwalitaria"", ""website"": ""https://www.kwalitaria.nl/vestiging/kwalitaria-waldhoornplein""}"
"Rijswijk, Terras van Sion",stop_position,52.0190351,4.331671,"{""bus"": ""yes"", ""name"": ""Rijswijk, Terras van Sion"", ""public_transport"": ""stop_position""}"
Terras van Sion,platform,52.0176507,4.3326868,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Terras van Sion"", ""name:etymology:wikidata"": ""Q934795"", ""public_transport"": ""platform"", ""ref:IFOPT"": ""NL:Q:54160020"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""zone"": ""5416""}"
"Rijswijk, Terras van Sion",stop_position,52.0176837,4.3327918,"{""bus"": ""yes"", ""name"": ""Rijswijk, Terras van Sion"", ""public_transport"": ""stop_position""}"
Terras van Sion,platform,52.0190567,4.3317767,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""lit"": ""no"", ""name"": ""Terras van Sion"", ""name:etymology:wikidata"": ""Q934795"", ""public_transport"": ""platform"", ""ref:IFOPT"": ""NL:Q:54160010"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""zone"": ""5416""}"
(unnamed),vending_machine,52.0401772,4.3139691,"{""amenity"": ""vending_machine"", ""vending"": ""parking_tickets""}"
(unnamed),post_box,52.0430804,4.3095468,"{""amenity"": ""post_box"", ""check_date"": ""2022-07-04"", ""operator"": ""PostNL"", ""operator:wikidata"": ""Q5921598"", ""source"": ""survey""}"
(unnamed),post_box,52.0393326,4.3124434,"{""amenity"": ""post_box"", ""operator"": ""PostNL"", ""operator:wikidata"": ""Q5921598"", ""source"": ""survey""}"
(unnamed),playground,52.0408273,4.312366,"{""leisure"": ""playground""}"
(unnamed),playground,52.0322267,4.3030238,"{""leisure"": ""playground""}"
(unnamed),playground,52.031586,4.3034335,"{""leisure"": ""playground""}"
(unnamed),playground,52.0333917,4.301251,"{""leisure"": ""playground""}"
(unnamed),charging_station,52.0307406,4.2991431,"{""access"": ""yes"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH2-01344"", ""socket:type2"": ""2"", ""socket:type2:output"": ""11 kW""}"
Huisartsenpraktijk RijswijkBuiten,doctors,52.0208688,4.3367378,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""2288HJ"", ""addr:street"": ""Atalantaplein"", ""amenity"": ""doctors"", ""dispensing"": ""no"", ""healthcare"": ""doctor"", ""name"": ""Huisartsenpraktijk RijswijkBuiten"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""phone"": ""+31 70 209 2063"", ""source:date"": ""2024-03-19"", ""website"": ""https://huisartsenpraktijkrijswijkbuiten.nl/""}"
Rijswijk Wonen,government,52.0369196,4.3244186,"{""name"": ""Rijswijk Wonen"", ""office"": ""government""}"
(unnamed),taxi,52.0377218,4.3228699,"{""amenity"": ""taxi""}"
(unnamed),parking_entrance,52.0358017,4.3163858,"{""access"": ""foot"", ""amenity"": ""parking_entrance"", ""entrance"": ""parking"", ""foot"": ""yes"", ""parking"": ""underground""}"
"Rijswijk, TNO/Lange Kleiweg",stop_position,52.0266585,4.3410595,"{""bus"": ""yes"", ""name"": ""Rijswijk, TNO/Lange Kleiweg"", ""public_transport"": ""stop_position""}"
Shabu To Go,restaurant,52.0361499,4.3174489,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""520"", ""addr:postcode"": ""2284EK"", ""addr:street"": ""Steenvoordelaan"", ""amenity"": ""restaurant"", ""brand"": ""Shabu Shabu"", ""brand:wikidata"": ""Q123466802"", ""cuisine"": ""sushi"", ""name"": ""Shabu To Go"", ""source"": ""BAG"", ""source:date"": ""2017-12-08"", ""takeaway"": ""yes"", ""website"": ""https://www.shabutogo.nl/sushi-bestellen-rijswijk/"", ""website:menu"": ""https://www.shabutogo.nl/sushi-bestellen-rijswijk/menu"", ""wheelchair"": ""yes""}"
(unnamed),fitness_centre,52.0548981,4.3351708,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""17a"", ""addr:postcode"": ""2282CD"", ""addr:street"": ""Kerklaan"", ""branch"": ""fit20 Rijswijk"", ""brand"": ""fit20"", ""leisure"": ""fitness_centre"", ""opening_hours"": ""Mo-Th 07:00-21:30; Fr 07:00-14:00; Sa,Su off"", ""source"": ""BAG;note #4981892"", ""website"": ""https://www.fit20.com/nl/home""}"
Monkey Town,playground,52.0350441,4.3294854,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""1h"", ""addr:postcode"": ""2288GH"", ""addr:street"": ""Lange Kleiweg"", ""leisure"": ""playground"", ""name"": ""Monkey Town"", ""source"": ""BAG"", ""source:date"": ""2017-12-08""}"
Aaron Wasserette,laundry,52.0488937,4.3328594,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""93"", ""addr:postcode"": ""2282GX"", ""addr:street"": ""Hendrik Ravesteijnplein"", ""name"": ""Aaron Wasserette"", ""opening_hours"": ""Tu-Fr 09:00-17:30; Sa 10:30-17:00; PH off"", ""phone"": ""+31 70 390 7138"", ""shop"": ""laundry"", ""source"": ""BAG;survey"", ""source:date"": ""2021-10-14"", ""website"": ""https://www.aaronwasserette.nl/over-ons/locatie-rijswijk/""}"
Butcher,hairdresser,52.0558246,4.3353085,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""53a"", ""addr:postcode"": ""2282BR"", ""addr:street"": ""Herenstraat"", ""female"": ""yes"", ""male"": ""yes"", ""name"": ""Butcher"", ""opening_hours"": ""Mo-We,Fr 09:00-18:00; Th 09:00-21:00; Sa: 09:00-17:00"", ""phone"": ""+31 70 225 3987"", ""shop"": ""hairdresser"", ""source"": ""BAG"", ""source:date"": ""2017-12-08"", ""website"": ""https://www.butcherhair.nl"", ""wheelchair"": ""yes""}"
Bloembinderij Pompidou,florist,52.0289298,4.3136133,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""2286GN"", ""addr:street"": ""Briandstraat"", ""name"": ""Bloembinderij Pompidou"", ""phone"": ""+31 70 393 3820"", ""shop"": ""florist"", ""source"": ""BAG"", ""source:date"": ""2017-12-08"", ""website"": ""https://www.bloembinderij-pompidou.nl/""}"
Spoor 5,fast_food,52.0370012,4.3227617,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""139"", ""addr:postcode"": ""2288AG"", ""addr:street"": ""Generaal Eisenhowerplein"", ""amenity"": ""fast_food"", ""check_date"": ""2025-01-04"", ""name"": ""Spoor 5"", ""source"": ""BAG"", ""source:date"": ""2017-12-08""}"
Spoor 5,supermarket,52.0369182,4.32259,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""141"", ""addr:postcode"": ""2288AG"", ""addr:street"": ""Generaal Eisenhowerplein"", ""name"": ""Spoor 5"", ""shop"": ""supermarket"", ""source"": ""BAG"", ""source:date"": ""2017-12-08""}"
TNO/Lange Kleiweg,platform,52.0266393,4.3409873,"{""bench"": ""no"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2024-11-16"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""TNO/Lange Kleiweg"", ""public_transport"": ""platform"", ""ref:IFOPT"": ""NL:Q:42046401"", ""shelter"": ""no"", ""tactile_paving"": ""yes"", ""zone"": ""5416""}"
TNO/Lange Kleiweg,platform,52.0271173,4.3404685,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2024-11-16"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""TNO/Lange Kleiweg"", ""public_transport"": ""platform"", ""ref:IFOPT"": ""NL:Q:42046402"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""zone"": ""5416""}"
(unnamed),post_box,52.0224538,4.3473119,"{""amenity"": ""post_box"", ""collection_times"": ""Mo 17:00""}"
(unnamed),playground,52.0250218,4.3453801,"{""access"": ""yes"", ""leisure"": ""playground""}"
(unnamed),post_box,52.0268839,4.3528078,"{""amenity"": ""post_box""}"
(unnamed),playground,52.0184782,4.3283367,"{""leisure"": ""playground""}"
(unnamed),playground,52.0191574,4.3233695,"{""leisure"": ""playground""}"
Van Vredenburchweg,platform,52.0435326,4.3113753,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2023-11-01"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Van Vredenburchweg"", ""public_transport"": ""platform"", ""ref:IFOPT"": ""NL:Q:42046702"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""zone"": ""5416""}"
Van Vredenburchweg,platform,52.0433638,4.3113546,"{""bench"": ""yes"", ""bin"": ""yes"", ""bus"": ""yes"", ""check_date:shelter"": ""2023-11-01"", ""highway"": ""bus_stop"", ""lit"": ""yes"", ""name"": ""Van Vredenburchweg"", ""public_transport"": ""platform"", ""ref:IFOPT"": ""NL:Q:42046701"", ""shelter"": ""yes"", ""tactile_paving"": ""yes"", ""zone"": ""5416""}"
(unnamed),charging_station,52.0353021,4.3323682,"{""access"": ""yes"", ""alt_ref"": ""GRW112"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH2-01352"", ""socket:type2"": ""2"", ""socket:type2:output"": ""11 kW""}"
(unnamed),fitness_station,52.0443416,4.3265433,"{""leisure"": ""fitness_station"", ""sport"": ""fitness""}"
(unnamed),charging_station,52.0257904,4.3485955,"{""access"": ""yes"", ""amenity"": ""charging_station"", ""capacity"": ""2"", ""fee"": ""yes"", ""motorcar"": ""yes"", ""operator"": ""Samenwerkende Gemeenten Zuid-Holland"", ""payment:app"": ""yes"", ""payment:contactless"": ""yes"", ""ref"": ""SGZH1-01168"", ""socket:type2"": ""2"", ""socket:type2:output"": ""11 kW""}"
(unnamed),waste_basket,52.0523568,4.3464283,"{""amenity"": ""waste_basket""}"
(unnamed),picnic_table,52.0179246,4.3136758,"{""bench"": ""yes"", ""covered"": ""no"", ""leisure"": ""picnic_table"", ""lit"": ""no""}"
(unnamed),picnic_table,52.0178785,4.3137113,"{""bench"": ""yes"", ""covered"": ""no"", ""leisure"": ""picnic_table"", ""lit"": ""no""}"
(unnamed),picnic_table,52.0179046,4.3137828,"{""bench"": ""yes"", ""covered"": ""no"", ""leisure"": ""picnic_table"", ""lit"": ""no""}"
(unnamed),bicycle_parking,52.017853,4.3137686,"{""amenity"": ""bicycle_parking"", ""bicycle_parking"": ""stands"", ""capacity"": ""12"", ""covered"": ""no""}"
van Uffelen Mode,clothes,52.0369651,4.3160045,"{""clothes"": ""unisex"", ""level"": ""0"", ""name"": ""van Uffelen Mode"", ""opening_hours"": ""Tu-Fr 09:30-17:30; Mo 13:00-17:30; Sa 09:30-17:00; Su 12:00-17:00"", ""shop"": ""clothes"", ""website"": ""https://www.vanuffelenmode.nl"", ""wheelchair"": ""yes""}"
(unnamed),recycling,52.058858,4.3445305,"{""amenity"": ""recycling"", ""location"": ""underground"", ""operator"": ""Avalex"", ""operator:wikidata"": ""Q58477507"", ""recycling:glass_bottles"": ""yes"", ""recycling:glass_bottles:colour"": ""mixed"", ""recycling_type"": ""container""}"
Stanislascollege Beweeg-vmbo/mavo,school,52.038915,4.3229762,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""203"", ""addr:postcode"": ""2283EZ"", ""addr:street"": ""P.C. Boutenslaan"", ""amenity"": ""school"", ""denomination"": ""interconfessional"", ""description"": ""vmbo, mavo"", ""email"": ""beweeg@stanislascollege.nl"", ""isced:level"": ""2"", ""name"": ""Stanislascollege Beweeg-vmbo/mavo"", ""name:etymology:wikidata"": ""Q203437"", ""operator"": ""Lucas Onderwijs"", ""operator:subgroup"": ""Stanislascollege"", ""operator:website"": ""https://www.lucasonderwijs.nl/"", ""operator:wikidata"": ""Q121838024"", ""phone"": ""+31 70 319 7010"", ""school"": ""secondary"", ""source"": ""BAG"", ""source:date"": ""2018-05-08"", ""website"": ""https://www.stanislasbeweegvmbomavo.nl/"", ""wikidata"": ""Q14380552"", ""wikipedia"": ""nl:Stanislascollege""}"
Stanislascollege Praktijkonderwijs,school,52.0391089,4.323252,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""201"", ""addr:postcode"": ""2283EZ"", ""addr:street"": ""P.C. Boutenslaan"", ""amenity"": ""school"", ""denomination"": ""interconfessional"", ""email"": ""scpro@stanislascollege.nl"", ""isced:level"": ""2"", ""name"": ""Stanislascollege Praktijkonderwijs"", ""name:etymology:wikidata"": ""Q203437"", ""operator"": ""Lucas Onderwijs"", ""operator:subgroup"": ""Stanislascollege"", ""operator:website"": ""https://www.lucasonderwijs.nl/"", ""operator:wikidata"": ""Q121838024"", ""phone"": ""+31 70 394 0565"", ""school"": ""secondary"", ""source"": ""BAG"", ""source:date"": ""2018-05-08"", ""website"": ""https://www.stanislaspro.nl/"", ""wikidata"": ""Q14380552"", ""wikipedia"": ""nl:Stanislascollege""}"
(unnamed),post_box,52.0351183,4.3067032,"{""amenity"": ""post_box"", ""check_date"": ""2019-06-02"", ""colour"": ""orange"", ""operator"": ""PostNL"", ""operator:wikidata"": ""Q5921598"", ""operator:wikipedia"": ""nl:PostNL""}"
Revolution Laundry,laundry,52.0362851,4.3125468,"{""laundry_service"": ""no"", ""name"": ""Revolution Laundry"", ""opening_hours"": ""24/7"", ""self_service"": ""yes"", ""shop"": ""laundry""}"
Dogwellness,vending_machine,52.0362136,4.3126751,"{""amenity"": ""vending_machine"", ""name"": ""Dogwellness"", ""operator"": ""24/7"", ""vending"": ""dog_wash"", ""website"": ""http://dogwellness.nl/""}"
Blesh Hair & Fashion,hairdresser,52.0349942,4.3081603,"{""name"": ""Blesh Hair & Fashion"", ""phone"": ""+31 70 215 3782"", ""shop"": ""hairdresser""}"
(unnamed),vacant,52.0350912,4.3080949,"{""shop"": ""vacant""}"
Serafína Haarverwijdering,beauty,52.0351321,4.308075,"{""name"": ""Serafína Haarverwijdering"", ""opening_hours"": ""Tu-Fr 10:00-18:00; Sa 10:00-17:00"", ""shop"": ""beauty""}"
(unnamed),toilets,52.0361827,4.3126505,"{""amenity"": ""toilets"", ""charge"": ""0.50 EUR"", ""fee"": ""yes"", ""payment:coins"": ""only""}"
(unnamed),pitch,52.0281115,4.3200267,"{""leisure"": ""pitch"", ""sport"": ""table_tennis""}"
(unnamed),drinking_water,52.043394,4.3282914,"{""amenity"": ""drinking_water"", ""bottle"": ""yes"", ""operator"": ""Dunea"", ""seasonal"": ""yes""}"
(unnamed),drinking_water,52.0355911,4.3160005,"{""amenity"": ""drinking_water"", ""bottle"": ""yes"", ""check_date"": ""2021-11-09"", ""cold_water"": ""yes"", ""man_made"": ""water_tap"", ""operator"": ""Dunea"", ""operator:wikidata"": ""Q2623164"", ""operator:wikipedia"": ""nl:Dunea"", ""seasonal"": ""yes"", ""wheelchair"": ""yes""}"
Fysio Rijswijk,doctors,52.0351396,4.307527,"{""amenity"": ""doctors"", ""healthcare"": ""doctor"", ""healthcare:speciality"": ""physiotherapy"", ""name"": ""Fysio Rijswijk"", ""website"": ""https://www.fysiorijswijk.nl""}"
Pemoni,florist,52.035121,4.3074336,"{""name"": ""Pemoni"", ""opening_hours"": ""Tu-Fr 10:00-17:00; Sa 09:00-16:00"", ""shop"": ""florist"", ""website"": ""http://pemoni.nl/""}"
TTP Kodent,dentist,52.0350657,4.3072421,"{""amenity"": ""dentist"", ""healthcare"": ""dentist"", ""name"": ""TTP Kodent"", ""opening_hours"": ""Mo-Th 08:30-17:00; Fr 08:30-15:00"", ""website"": ""https://www.tppkodent.nl/""}"
TUI,company,52.0393459,4.3274042,"{""check_date"": ""2025-01-04"", ""name"": ""TUI"", ""office"": ""company"", ""source"": ""survey""}"
Duifhuizen,bag,52.0367141,4.314473,"{""name"": ""Duifhuizen"", ""shop"": ""bag""}"
Ulla Popken,clothes,52.0366594,4.3148645,"{""brand"": ""Ulla Popken"", ""brand:wikidata"": ""Q2475146"", ""brand:wikipedia"": ""en:Ulla Popken"", ""clothes"": ""oversize"", ""name"": ""Ulla Popken"", ""shop"": ""clothes""}"
Marcel van den Berg Grafisch Ontwerp,company,52.0516463,4.3419891,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""2282JL"", ""addr:street"": ""Sir Winston Churchillln"", ""email"": ""marcel@joostmarcellis.nl"", ""name"": ""Marcel van den Berg Grafisch Ontwerp"", ""name:en"": ""Marcel van den Berg Graphic Design"", ""name:nl"": ""Marcel van den Berg Grafisch Ontwerp"", ""office"": ""company"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""phone"": ""+31 6 24473001"", ""website"": ""http://joostmarcellis.nl""}"
Rituals,cosmetics,52.0366787,4.3152223,"{""brand"": ""Rituals"", ""brand:wikidata"": ""Q62874140"", ""name"": ""Rituals"", ""shop"": ""cosmetics"", ""website"": ""https://www.rituals.com/nl-nl/store-detail?store=Rijswijk""}"
(unnamed),bench,52.0401765,4.3201739,"{""amenity"": ""bench"", ""backrest"": ""yes""}"
(unnamed),bench,52.040134,4.3202361,"{""amenity"": ""bench"", ""backrest"": ""yes""}"
(unnamed),bench,52.0501426,4.3165308,"{""amenity"": ""bench""}"
(unnamed),bench,52.050328,4.315843,"{""amenity"": ""bench""}"
Primera,newsagent,52.0407628,4.3211568,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""337a"", ""addr:postcode"": ""2283XL"", ""addr:street"": ""Dr H. Colijnlaan"", ""brand"": ""Primera"", ""brand:website"": ""https://www.primera.nl"", ""brand:wikidata"": ""Q2176149"", ""name"": ""Primera"", ""shop"": ""newsagent"", ""source"": ""BAG"", ""source:date"": ""2018-09-08"", ""website"": ""https://www.primera.nl/primera-colijnlaan""}"
(unnamed),playground,52.0287986,4.307984,"{""leisure"": ""playground""}"
(unnamed),playground,52.018633,4.3306226,"{""access"": ""yes"", ""leisure"": ""playground""}"
(unnamed),playground,52.0190418,4.3300692,"{""access"": ""yes"", ""leisure"": ""playground""}"
(unnamed),playground,52.0188435,4.330256,"{""access"": ""yes"", ""leisure"": ""playground""}"
Schoonenberg,hearing_aids,52.0371343,4.3165388,"{""brand"": ""Schoonenberg"", ""brand:wikidata"": ""Q109186345"", ""level"": ""0"", ""name"": ""Schoonenberg"", ""opening_hours"": ""Tu-Th 09:00-17:30"", ""shop"": ""hearing_aids"", ""website"": ""https://www.schoonenberg.nl/"", ""wheelchair"": ""yes""}"
Wintershall,company,52.0355897,4.317872,"{""addr:city"": ""Rijswijk"", ""addr:housenumber"": ""47"", ""addr:street"": ""Steenvoordelaan"", ""name"": ""Wintershall"", ""office"": ""company"", ""wheelchair"": ""yes""}"
(unnamed),hairdresser,52.0369396,4.3167614,"{""shop"": ""hairdresser""}"
Boogaard Kliniek,dentist,52.0390502,4.3146575,"{""amenity"": ""dentist"", ""healthcare"": ""dentist"", ""name"": ""Boogaard Kliniek""}"
(unnamed),vacant,52.0383891,4.3145809,"{""level"": ""1"", ""shop"": ""vacant""}"
Lucardi,jewelry,52.0377459,4.314813,"{""brand"": ""Lucardi"", ""brand:wikidata"": ""Q13774940"", ""brand:wikipedia"": ""nl:Lucardi"", ""name"": ""Lucardi"", ""shop"": ""jewelry""}"
(unnamed),vacant,52.037851,4.3147256,"{""shop"": ""vacant"", ""source"": ""survey""}"
Cosmo,hairdresser,52.0373616,4.3152104,"{""level"": ""1"", ""name"": ""Cosmo"", ""shop"": ""hairdresser""}"
Kaya,tailor,52.0371024,4.3163364,"{""check_date:opening_hours"": ""2025-02-16"", ""level"": ""0"", ""name"": ""Kaya"", ""opening_hours:signed"": ""no"", ""shop"": ""tailor"", ""wheelchair"": ""yes""}"
Harveys Inn,biergarten,52.0370605,4.3162271,"{""amenity"": ""biergarten"", ""check_date:opening_hours"": ""2025-02-16"", ""level"": ""0"", ""name"": ""Harveys Inn"", ""opening_hours:signed"": ""no"", ""wheelchair"": ""yes""}"
Nelson Schoenen,shoes,52.0375053,4.3150764,"{""brand"": ""Nelson Schoenen"", ""brand:wikidata"": ""Q114905305"", ""name"": ""Nelson Schoenen"", ""shop"": ""shoes"", ""source"": ""survey""}"
(unnamed),vacant,52.0375536,4.3150208,"{""shop"": ""vacant"", ""source"": ""survey""}"
Sandwich_,clothes,52.036849,4.3157314,"{""level"": ""0"", ""name"": ""Sandwich_"", ""opening_hours"": ""Tu-Fr 09:30-17:30; Sa 09:30-17:00; Mo 12:00-17:30"", ""shop"": ""clothes"", ""wheelchair"": ""yes""}"
MS Mode,clothes,52.0368199,4.3155976,"{""brand"": ""MS Mode"", ""brand:wikidata"": ""Q6718117"", ""brand:wikipedia"": ""nl:MS Mode"", ""clothes"": ""women"", ""name"": ""MS Mode"", ""shop"": ""clothes""}"
Etos,chemist,52.0369046,4.3149278,"{""brand"": ""Etos"", ""brand:website"": ""https://www.etos.nl/"", ""brand:wikidata"": ""Q2609459"", ""brand:wikipedia"": ""nl:Etos"", ""name"": ""Etos"", ""shop"": ""chemist""}"
Beauty Center,beauty,52.0367913,4.3155045,"{""name"": ""Beauty Center"", ""shop"": ""beauty""}"
Pearle,optician,52.0368496,4.3147883,"{""brand"": ""Pearle"", ""brand:wikidata"": ""Q2231148"", ""brand:wikipedia"": ""en:Pearle Vision"", ""name"": ""Pearle"", ""shop"": ""optician""}"
Sport 2000,sports,52.036221,4.3162393,"{""brand"": ""Sport 2000"", ""brand:wikidata"": ""Q262394"", ""brand:wikipedia"": ""de:Sport 2000"", ""level"": ""1"", ""name"": ""Sport 2000"", ""shop"": ""sports""}"
De Kruidenmix,deli,52.0366835,4.3142334,"{""name"": ""De Kruidenmix"", ""shop"": ""deli""}"
(unnamed),vacant,52.0362107,4.3156495,"{""shop"": ""vacant"", ""source"": ""survey;note #4514011""}"
(unnamed),variety_store,52.0372019,4.3136451,"{""shop"": ""variety_store""}"
Broodhuys,cafe,52.0360834,4.3165426,"{""amenity"": ""cafe"", ""indoor_seating"": ""yes"", ""name"": ""Broodhuys"", ""outdoor_seating"": ""yes""}"
Toko Indah,deli,52.0359343,4.3159065,"{""name"": ""Toko Indah"", ""shop"": ""deli""}"
Henk Patat,fast_food,52.0365765,4.3141057,"{""amenity"": ""fast_food"", ""cuisine"": ""patat"", ""name"": ""Henk Patat""}"
De Hypotheker,financial_advisor,52.0367892,4.3140979,"{""brand"": ""De Hypotheker"", ""brand:wikidata"": ""Q2210766"", ""name"": ""De Hypotheker"", ""office"": ""financial_advisor""}"
